TransactionID,Country,PetID,Date,ProcedureCode
984,Estonia,F8-8687,18/07/2019,VACCINATIONS5
962,Estonia,E1-4076,09/03/2018,VACCINATIONS5
952,Estonia,E3-6883,08/08/2018,GENERAL SURGERIES18
959,Lithuania,E3-7215,29/08/2019,VACCINATIONS5
974,Lithuania,E9-2709,12/07/2019,GROOMING3
957,Lithuania,F5-1753,30/06/2018,VACCINATIONS5
953,Latvia,F7-9566,17/05/2019,VACCINATIONS1
954,Latvia,F8-8029,02/01/2019,VACCINATIONS6
965,Latvia,I2-7926,16/09/2019,VACCINATIONS5
951,Latvia,E3-9567,15/06/2018,GENERAL SURGERIES10
949,Estonia,F9-2386,23/12/2018,VACCINATIONS5
943,Lithuania,E1-7954,16/10/2018,GROOMING3
938,Estonia,E4-3951,24/06/2018,VACCINATIONS5
945,Lithuania,E6-1436,08/03/2018,GROOMING3
935,Estonia,E6-4617,04/01/2018,GROOMING1
933,Estonia,F1-9992,03/10/2018,GENERAL SURGERIES17
934,Lithuania,F3-9046,25/12/2018,GROOMING1
936,Estonia,F3-9662,26/01/2018,GENERAL SURGERIES3
927,Latvia,F4-7182,06/01/2019,VACCINATIONS5
931,Estonia,F5-8305,18/02/2019,VACCINATIONS5
922,Latvia,F7-2753,07/12/2018,VACCINATIONS3
921,Estonia,F0-1142,22/07/2018,VACCINATIONS5
919,Lithuania,E8-1695,18/03/2019,GROOMING3
918,Latvia,E9-8534,05/03/2018,GROOMING3
915,Lithuania,F5-7814,27/09/2019,GENERAL SURGERIES5
911,Latvia,E4-4593,28/07/2019,GROOMING1
907,Lithuania,F1-2678,14/08/2019,GENERAL SURGERIES3
905,Estonia,E4-2289,19/01/2018,VACCINATIONS5
904,Latvia,F1-8811,01/03/2019,VACCINATIONS5
895,Estonia,F6-9353,27/03/2018,GENERAL SURGERIES3
887,Lithuania,E5-1136,21/08/2019,VACCINATIONS5
885,Latvia,F0-5154,21/06/2019,VACCINATIONS5
891,Lithuania,F1-9976,25/02/2018,GROOMING3
882,Estonia,E5-9793,08/01/2018,GROOMING3
877,Latvia,E7-1431,03/08/2018,VACCINATIONS5
878,Latvia,F9-6558,26/10/2018,VACCINATIONS5
865,Estonia,E1-2057,29/03/2019,VACCINATIONS5
869,Estonia,E7-4589,08/04/2019,VACCINATIONS5
861,Latvia,E8-3779,16/10/2018,VACCINATIONS5
875,Latvia,E8-6168,24/11/2018,GROOMING1
858,Latvia,F3-6068,13/12/2018,VACCINATIONS5
872,Lithuania,F4-2747,20/08/2018,GROOMING3
863,Estonia,F5-2914,03/02/2018,VACCINATIONS5
873,Estonia,F6-2828,10/05/2018,GROOMING3
852,Estonia,F5-4822,03/03/2019,VACCINATIONS5
851,Latvia,F6-2414,28/06/2018,VACCINATIONS5
840,Estonia,E1-5634,20/05/2019,VACCINATIONS5
833,Lithuania,E6-5071,24/08/2018,VACCINATIONS5
838,Latvia,E6-5903,07/10/2018,VACCINATIONS5
831,Latvia,E9-5103,22/10/2018,VACCINATIONS5
832,Lithuania,F0-5461,25/11/2018,VACCINATIONS5
826,Lithuania,F4-3527,17/09/2018,VACCINATIONS5
825,Latvia,F8-6837,15/08/2019,VACCINATIONS5
839,Lithuania,J8-7429,20/01/2018,VACCINATIONS5
845,Estonia,Q9-1565,18/01/2018,GROOMING3
820,Estonia,F2-9640,01/01/2018,VACCINATIONS5
824,Lithuania,F5-5166,28/04/2019,GENERAL SURGERIES3
810,Latvia,F0-6673,15/06/2019,VACCINATIONS5
806,Lithuania,E3-2957,06/08/2019,VACCINATIONS5
809,Estonia,F5-3221,24/08/2019,GENERAL SURGERIES5
797,Estonia,E3-4426,05/01/2018,VACCINATIONS5
802,Estonia,E6-7012,01/03/2019,GENERAL SURGERIES2
788,Latvia,E8-7263,05/07/2018,VACCINATIONS3
798,Latvia,F4-3913,14/08/2019,VACCINATIONS5
790,Latvia,F5-5248,30/01/2019,VACCINATIONS5
804,Estonia,F8-3070,27/01/2019,GROOMING1
805,Estonia,F8-8355,05/05/2019,GENERAL SURGERIES3
799,Latvia,J8-7429,12/09/2019,VACCINATIONS5
786,Estonia,E6-1780,16/03/2019,GENERAL SURGERIES11
779,Estonia,E5-3122,23/10/2018,VACCINATIONS5
781,Estonia,F5-1447,25/02/2019,VACCINATIONS5
784,Latvia,F8-4837,08/08/2019,GROOMING1
765,Estonia,E1-6258,03/01/2018,GENERAL SURGERIES3
770,Estonia,F0-4994,24/08/2018,VACCINATIONS5
767,Latvia,F4-5144,28/03/2019,VACCINATIONS5
766,Latvia,F7-8439,10/04/2018,VACCINATIONS5
764,Latvia,F1-7459,02/10/2018,GROOMING1
760,Latvia,F2-3197,11/05/2018,VACCINATIONS5
762,Latvia,F3-3466,08/05/2019,VACCINATIONS5
758,Estonia,E7-7110,29/09/2018,GENERAL SURGERIES16
755,Lithuania,E2-7949,17/03/2018,GROOMING3
748,Latvia,E5-6695,30/07/2018,VACCINATIONS5
751,Lithuania,F4-7604,09/03/2018,GROOMING1
750,Estonia,F5-1064,29/05/2019,VACCINATIONS5
752,Estonia,F6-5223,01/07/2019,GROOMING1
745,Lithuania,E1-6562,18/01/2018,GROOMING3
742,Estonia,E2-3339,10/08/2019,VACCINATIONS5
735,Lithuania,F2-9012,20/03/2018,GENERAL SURGERIES7
734,Lithuania,F2-7936,21/03/2019,VACCINATIONS5
733,Lithuania,F0-9964,04/03/2019,GENERAL SURGERIES3
728,Latvia,F8-6584,16/09/2018,VACCINATIONS5
705,Estonia,E0-8777,31/01/2018,VACCINATIONS5
713,Lithuania,F1-5334,18/05/2019,GENERAL SURGERIES5
708,Lithuania,F1-8270,25/10/2018,VACCINATIONS5
712,Lithuania,F3-8731,29/07/2018,VACCINATIONS5
704,Lithuania,F5-7839,24/12/2018,VACCINATIONS5
702,Lithuania,E0-6663,06/05/2018,VACCINATIONS5
701,Latvia,E4-1612,21/02/2019,GENERAL SURGERIES3
700,Latvia,F7-3220,09/04/2019,GROOMING1
692,Latvia,E3-7534,05/06/2018,VACCINATIONS5
690,Lithuania,E9-7710,22/09/2018,GROOMING3
685,Lithuania,F7-1023,07/11/2018,VACCINATIONS5
677,Lithuania,E6-5291,25/02/2018,VACCINATIONS5
682,Estonia,E7-8493,25/09/2019,GROOMING3
679,Latvia,E8-6865,23/04/2019,VACCINATIONS2
675,Lithuania,E9-3443,07/09/2018,GENERAL SURGERIES4
680,Latvia,F4-4875,04/03/2018,ORTHOPEDIC4
676,Lithuania,F9-3083,05/11/2018,VACCINATIONS5
669,Latvia,E7-5172,14/03/2019,VACCINATIONS5
668,Estonia,F2-6425,16/08/2018,VACCINATIONS5
666,Estonia,E1-7685,20/06/2019,GENERAL SURGERIES3
661,Lithuania,E6-5907,11/07/2019,VACCINATIONS5
662,Lithuania,F5-2884,27/08/2019,VACCINATIONS5
658,Lithuania,F0-3403,22/08/2018,GROOMING1
655,Estonia,E1-7518,06/01/2019,VACCINATIONS5
650,Latvia,F3-2041,05/03/2018,VACCINATIONS5
643,Estonia,F1-5049,30/07/2019,VACCINATIONS5
649,Estonia,F5-6837,13/06/2018,GENERAL SURGERIES3
641,Latvia,F8-9840,01/07/2019,VACCINATIONS5
635,Lithuania,E6-1657,04/07/2018,GROOMING3
633,Latvia,E6-7371,04/09/2019,GROOMING3
631,Latvia,E8-4074,21/09/2019,VACCINATIONS5
614,Lithuania,E1-3210,25/01/2018,VACCINATIONS5
624,Latvia,E3-4254,18/04/2019,GROOMING3
613,Latvia,E6-7455,23/08/2018,VACCINATIONS5
626,Estonia,F0-4848,30/07/2019,GROOMING3
621,Latvia,F0-7168,24/05/2018,VACCINATIONS5
616,Latvia,F7-1464,20/02/2018,VACCINATIONS5
611,Estonia,F7-3023,26/12/2018,GENERAL SURGERIES18
608,Lithuania,E6-9450,20/05/2019,VACCINATIONS5
605,Lithuania,E7-8541,26/02/2019,VACCINATIONS5
602,Lithuania,E8-8203,06/04/2019,VACCINATIONS5
603,Latvia,E9-2241,03/09/2018,VACCINATIONS5
599,Lithuania,F5-4688,04/11/2018,GENERAL SURGERIES8
596,Latvia,E9-6048,16/07/2018,GROOMING3
593,Estonia,E1-2059,10/09/2018,GROOMING1
592,Latvia,E9-5128,06/07/2018,GENERAL SURGERIES5
576,Latvia,E8-3254,10/07/2018,VACCINATIONS5
581,Estonia,X0-8765,21/12/2018,VACCINATIONS5
573,Estonia,E6-7344,12/08/2019,GROOMING3
569,Lithuania,F1-4380,07/08/2019,VACCINATIONS5
572,Latvia,F5-4589,03/08/2019,VACCINATIONS5
561,Lithuania,E5-5442,15/07/2018,GENERAL SURGERIES3
552,Estonia,E1-8186,21/08/2018,GENERAL SURGERIES11
553,Estonia,F6-8218,04/12/2018,VACCINATIONS5
558,Latvia,F7-8503,06/07/2018,GROOMING3
551,Estonia,F6-2215,03/04/2018,VACCINATIONS3
547,Latvia,E0-5516,25/12/2018,GROOMING1
531,Latvia,E1-3828,30/06/2019,VACCINATIONS5
544,Estonia,E3-5616,20/02/2019,GENERAL SURGERIES13
537,Latvia,E6-3149,30/08/2019,VACCINATIONS5
523,Latvia,E6-8656,17/09/2018,VACCINATIONS5
538,Estonia,E8-2043,19/05/2019,VACCINATIONS5
549,Estonia,E9-3231,01/04/2019,GROOMING1
533,Latvia,F2-9685,22/08/2018,VACCINATIONS5
536,Latvia,F4-8195,30/07/2018,VACCINATIONS5
524,Lithuania,F5-8086,11/04/2019,VACCINATIONS5
540,Lithuania,F7-6823,17/06/2018,GENERAL SURGERIES5
526,Latvia,F8-4592,23/12/2018,VACCINATIONS5
543,Lithuania,F9-7294,24/02/2019,GENERAL SURGERIES14
520,Estonia,E9-1952,03/02/2019,GROOMING1
519,Estonia,F7-3734,02/12/2018,VACCINATIONS5
517,Estonia,F7-6031,31/05/2018,VACCINATIONS5
512,Lithuania,E2-7226,04/12/2018,VACCINATIONS5
516,Lithuania,E8-8745,31/01/2018,GENERAL SURGERIES3
511,Latvia,E9-9541,30/05/2018,VACCINATIONS5
514,Lithuania,F1-8420,22/10/2018,GROOMING3
509,Estonia,F8-9618,30/05/2019,VACCINATIONS5
494,Lithuania,E4-4188,03/08/2019,VACCINATIONS5
490,Latvia,E6-5708,15/04/2019,VACCINATIONS5
487,Estonia,E8-7338,22/06/2019,GENERAL SURGERIES19
493,Estonia,E9-8974,28/05/2019,OFFICE FEES2
488,Latvia,F0-1803,17/01/2019,VACCINATIONS5
486,Latvia,E2-1113,19/06/2018,GROOMING1
465,Estonia,E0-8798,15/11/2018,VACCINATIONS5
466,Estonia,E3-9315,07/08/2018,VACCINATIONS5
481,Lithuania,E9-7875,14/02/2018,GROOMING1
477,Estonia,F0-1841,23/09/2019,GENERAL SURGERIES14
483,Latvia,F3-9665,20/07/2019,GROOMING1
474,Lithuania,F9-6669,08/03/2018,VACCINATIONS5
461,Latvia,E4-2239,15/02/2018,GROOMING3
463,Latvia,E6-7676,11/04/2019,GROOMING1
458,Latvia,E3-8987,12/07/2018,GENERAL SURGERIES7
446,Estonia,E8-3864,14/03/2019,VACCINATIONS5
447,Estonia,F9-3672,28/08/2019,VACCINATIONS5
441,Estonia,E5-7443,31/01/2018,VACCINATIONS5
443,Latvia,F1-8792,01/06/2018,GROOMING1
440,Latvia,F9-9079,27/10/2018,VACCINATIONS5
429,Estonia,E7-3175,29/05/2019,VACCINATIONS5
424,Latvia,E3-6585,01/02/2019,VACCINATIONS5
426,Estonia,F0-7008,18/01/2019,GENERAL SURGERIES12
420,Lithuania,E1-4995,13/10/2018,VACCINATIONS5
417,Estonia,E3-6395,10/02/2019,GROOMING1
410,Latvia,E8-5660,04/08/2019,VACCINATIONS5
402,Latvia,E0-7663,05/04/2019,VACCINATIONS5
398,Latvia,F4-4884,23/10/2018,VACCINATIONS5
396,Latvia,F0-6016,15/06/2019,VACCINATIONS5
394,Lithuania,E0-8592,08/04/2019,GROOMING3
395,Latvia,E7-8730,08/05/2018,GROOMING1
392,Lithuania,E9-3314,18/09/2019,GENERAL SURGERIES13
391,Latvia,F6-9885,11/05/2019,VACCINATIONS5
378,Latvia,E3-4963,31/05/2019,VACCINATIONS5
379,Latvia,E8-3761,17/01/2018,VACCINATIONS5
385,Lithuania,F5-2497,28/01/2019,GROOMING3
373,Estonia,F6-3873,28/01/2018,GROOMING1
363,Lithuania,E1-6927,27/08/2019,VACCINATIONS5
361,Estonia,E2-2033,03/04/2019,VACCINATIONS5
362,Latvia,E2-7936,04/07/2019,VACCINATIONS5
356,Lithuania,F1-7752,19/05/2019,VACCINATIONS5
364,Estonia,F3-9115,06/09/2018,ORTHOPEDIC9
357,Lithuania,F9-9933,03/06/2019,VACCINATIONS5
350,Latvia,F6-6115,16/10/2018,VACCINATIONS5
349,Estonia,F9-6190,19/09/2019,VACCINATIONS5
345,Lithuania,F4-1704,08/01/2018,VACCINATIONS5
339,Latvia,E6-3533,22/11/2018,VACCINATIONS5
342,Estonia,E7-6384,09/08/2018,VACCINATIONS5
330,Lithuania,E0-8441,26/06/2018,VACCINATIONS5
331,Lithuania,E3-1497,05/06/2019,VACCINATIONS5
323,Lithuania,E2-4838,14/11/2018,GROOMING3
327,Latvia,E3-5361,29/06/2019,GROOMING1
304,Estonia,E3-7139,04/04/2018,VACCINATIONS5
316,Lithuania,E5-3942,28/01/2019,VACCINATIONS5
315,Lithuania,E5-4359,10/09/2019,VACCINATIONS5
311,Latvia,F0-2939,01/10/2019,VACCINATIONS5
303,Lithuania,F5-4982,22/05/2018,VACCINATIONS5
322,Lithuania,F7-7857,25/07/2018,ORTHOPEDIC1
310,Latvia,L4-6292,14/01/2019,VACCINATIONS5
309,Latvia,L8-0046,01/01/2019,VACCINATIONS5
249,Lithuania,E1-5806,02/03/2019,VACCINATIONS5
251,Estonia,E1-8520,18/03/2018,VACCINATIONS5
268,Lithuania,E1-8627,01/02/2019,VACCINATIONS5
267,Lithuania,E4-3255,22/03/2019,VACCINATIONS5
270,Estonia,E8-2284,20/08/2018,VACCINATIONS5
291,Lithuania,E8-2444,27/07/2018,GROOMING3
297,Latvia,E8-8843,07/08/2019,GROOMING1
274,Lithuania,E8-9939,10/06/2019,VACCINATIONS5
242,Latvia,E9-9945,13/05/2018,VACCINATIONS5
250,Lithuania,F0-3352,05/07/2019,VACCINATIONS5
288,Estonia,F0-3540,15/06/2019,VACCINATIONS1
238,Estonia,F1-2010,15/02/2019,ORTHOPEDIC5
263,Lithuania,F2-5739,26/05/2018,VACCINATIONS5
289,Latvia,F2-6557,14/07/2019,OFFICE FEES2
240,Latvia,F2-9033,22/09/2019,VACCINATIONS5
264,Latvia,F4-7761,20/11/2018,VACCINATIONS5
279,Latvia,F7-2469,23/07/2018,VACCINATIONS5
254,Latvia,F7-7253,06/09/2019,VACCINATIONS5
275,Latvia,F7-8626,03/06/2019,VACCINATIONS5
262,Lithuania,F9-5575,20/12/2018,VACCINATIONS5
245,Latvia,F9-8302,15/04/2018,VACCINATIONS5
261,Estonia,S1-2243,25/12/2018,VACCINATIONS5
227,Latvia,E1-5919,09/08/2019,GROOMING1
226,Lithuania,E3-5361,23/06/2018,OFFICE FEES1
233,Latvia,E3-7139,12/05/2019,GROOMING3
210,Lithuania,E4-6373,08/08/2018,VACCINATIONS5
228,Latvia,E5-4359,16/10/2018,GROOMING3
231,Latvia,E9-4456,12/03/2018,GROOMING3
201,Estonia,E9-7775,08/08/2018,VACCINATIONS5
194,Lithuania,F1-3022,16/06/2019,VACCINATIONS5
221,Estonia,F1-3836,09/04/2018,VACCINATIONS5
216,Latvia,F1-6576,11/06/2018,VACCINATIONS5
230,Estonia,F1-7260,04/03/2018,GROOMING3
196,Estonia,F3-2098,02/02/2018,VACCINATIONS5
232,Estonia,F3-3517,16/04/2019,GROOMING3
200,Lithuania,F3-4260,12/09/2018,VACCINATIONS5
206,Latvia,F4-7043,28/10/2018,VACCINATIONS5
214,Lithuania,F5-4982,29/10/2018,VACCINATIONS5
217,Lithuania,F7-7614,18/08/2019,VACCINATIONS5
169,Latvia,E0-5967,12/04/2019,VACCINATIONS5
171,Lithuania,E0-7827,15/12/2018,VACCINATIONS5
183,Estonia,E1-2237,30/10/2018,GROOMING3
166,Estonia,E1-7733,15/07/2019,VACCINATIONS5
167,Lithuania,E3-2802,25/02/2018,VACCINATIONS5
180,Latvia,E3-2967,04/11/2018,GENERAL SURGERIES15
187,Latvia,E5-4383,01/05/2019,GROOMING1
177,Estonia,E7-8773,19/02/2018,VACCINATIONS5
179,Estonia,E9-5340,22/06/2018,GENERAL SURGERIES6
165,Lithuania,F0-4365,29/01/2019,ORTHOPEDIC6
168,Lithuania,F1-1855,05/09/2019,VACCINATIONS5
151,Estonia,F2-6880,10/02/2018,VACCINATIONS5
143,Lithuania,F3-5155,14/07/2019,VACCINATIONS5
163,Lithuania,F5-1543,04/09/2018,GENERAL SURGERIES3
160,Lithuania,F5-3309,28/03/2018,GROOMING3
150,Latvia,F9-8230,12/08/2019,VACCINATIONS5
139,Latvia,E7-5113,19/07/2019,GENERAL SURGERIES3
133,Lithuania,F2-7061,06/04/2019,VACCINATIONS5
131,Estonia,F3-4759,22/04/2018,VACCINATIONS5
130,Latvia,F6-3162,18/07/2018,VACCINATIONS5
136,Lithuania,F6-4268,03/09/2018,VACCINATIONS5
123,Estonia,E1-9181,15/04/2019,GENERAL SURGERIES18
126,Latvia,E1-9503,13/05/2018,GENERAL SURGERIES19
127,Lithuania,E4-8705,14/04/2018,OFFICE FEES2
122,Lithuania,E9-2544,20/03/2019,HOSPITALIZATION1
115,Latvia,E9-8282,24/09/2019,VACCINATIONS5
124,Estonia,F9-3687,05/03/2018,GROOMING2
118,Estonia,F9-8266,08/04/2019,VACCINATIONS5
125,Lithuania,P9-3625,24/01/2019,ORTHOPEDIC7
111,Lithuania,G6-6501,07/08/2019,VACCINATIONS5
110,Lithuania,E2-1630,06/05/2018,GROOMING1
105,Lithuania,F3-9541,25/07/2019,VACCINATIONS5
106,Lithuania,F8-4572,12/08/2019,VACCINATIONS5
98,Latvia,E2-5546,28/05/2018,VACCINATIONS5
102,Estonia,E7-8695,02/09/2019,GENERAL SURGERIES1
94,Latvia,F1-9184,05/11/2018,VACCINATIONS5
96,Latvia,F2-4402,02/01/2018,VACCINATIONS5
103,Lithuania,F4-6400,04/03/2019,ORTHOPEDIC5
100,Lithuania,F9-1466,03/09/2018,VACCINATIONS5
87,Lithuania,E4-7320,28/04/2019,GROOMING1
84,Latvia,E6-6214,24/05/2019,VACCINATIONS5
82,Lithuania,F6-1914,11/09/2018,VACCINATIONS5
77,Estonia,E2-6946,06/12/2018,VACCINATIONS5
76,Estonia,F2-8019,09/05/2018,GROOMING1
74,Estonia,F9-1493,17/09/2019,VACCINATIONS5
69,Estonia,F3-9496,27/11/2018,VACCINATIONS5
71,Latvia,F5-1385,09/02/2019,GROOMING1
66,Lithuania,F8-3495,11/04/2019,VACCINATIONS5
67,Estonia,F9-3299,06/07/2019,VACCINATIONS5
62,Latvia,T0-3277,09/05/2018,VACCINATIONS5
60,Estonia,F9-2733,20/11/2018,GROOMING1
58,Latvia,E5-2832,27/06/2019,ORTHOPEDIC5
31,Latvia,E0-6211,30/08/2019,VACCINATIONS5
48,Latvia,E2-7605,10/02/2019,GROOMING3
26,Lithuania,E7-3627,17/09/2019,ORTHOPEDIC2
32,Lithuania,F3-2539,21/11/2018,VACCINATIONS5
33,Estonia,F3-8555,08/01/2019,VACCINATIONS5
28,Latvia,F5-7375,24/09/2018,VACCINATIONS5
30,Lithuania,F6-8478,13/06/2018,VACCINATIONS5
29,Estonia,F6-8666,27/12/2018,VACCINATIONS5
20,Latvia,E6-4462,24/05/2018,GENERAL SURGERIES14
13,Lithuania,E8-8379,26/11/2018,VACCINATIONS5
21,Latvia,E9-6803,05/06/2019,GROOMING3
16,Lithuania,F0-5332,13/03/2018,VACCINATIONS5
11,Lithuania,E0-7735,05/12/2018,GENERAL SURGERIES3
6,Estonia,E2-6642,24/07/2018,VACCINATIONS5
9,Estonia,F3-9375,20/12/2018,VACCINATIONS5
5,Lithuania,F6-3398,18/07/2018,HOSPITALIZATION1
10,Lithuania,F9-5311,11/01/2018,GENERAL SURGERIES6
8,Latvia,F9-9345,18/02/2018,VACCINATIONS5
2,Estonia,E7-3766,19/06/2018,VACCINATIONS5
